id,question,option 1,option 2,option 3,option 4,option 5,answer,explanation,category,Question_ID,Answer_ID,context_1
question 731,Which reference point is between SMF and the CHF in the same PLMN? [3GPP Release 18],N28,N40,N41,N42,N44,option 2: N40,The N40 reference point is between SMF and the CHF in the same PLMN.,Standards specifications,731,2,"N101:	Reference point between MB-SMF and the CHF in the same PLMN defined in clause 4.2 of TS 32.255 [15].

N107:	Reference point between two CHFs defined in clause 4.2 of TS 32.255 [15] and clause 4.2.2 of TS 32.256 [16]

4.5	Architecture mapping"
question 754,What is the purpose of the Nnef_MSISDN-less_MO_SMS service? [3GPP Release 18],To send the MSISDN-less MO SMS to the AF.,To request the network to send an Application trigger to the UE.,To resolve the GPSI to SUPI when the AF is authorized to trigger the UE.,To retrieve the UE SMSF identities.,"To create, update, or delete the group-level N4 session for a 5G VN group.",option 1: To send the MSISDN-less MO SMS to the AF.,The purpose of the Nnef_MSISDN-less_MO_SMS service is to send the MSISDN-less MO SMS to the AF.,Standards specifications,754,1,"4.13.7	MSISDN-less MO SMS

4.13.7.1	General

The Nnef_MSISDN-less_MO_SMS service is used by the NEF to send the MSISDN-less MO SMS to the AF.



4.13.7.2	The procedure of MSISDN-less MO SMS Service"
question 761,"In a split gNB architecture, how is RACH configuration conflict resolved? [3GPP Release 17]",The gNB-CU reassigns a new PCI for NR cells suffering PCI conflict.,The gNB-DU reports RACH configuration conflict to the gNB-CU.,The gNB-DU signals the PRACH configuration per-cell to the gNB-CU.,The gNB-CU merges the outgoing RIM information received from its gNB-DUs.,The gNB-CU forwards neighbor cell's PRACH configurations to the gNB-DU.,option 5: The gNB-CU forwards neighbor cell's PRACH configurations to the gNB-DU.,"In a split gNB architecture, RACH configuration conflict is resolved by the gNB-CU forwarding neighbor cell's PRACH configurations to the gNB-DU.",Standards specifications,761,5,"

In case of split gNB architecture, RACH configuration conflict detection and resolution function is located at the gNB-DU. To perform RACH optimisation at gNB-DU, gNB-CU sends the RA Report retrieved from the UE(s) to gNB-DU via F1AP signalling. The gNB-DU signals the PRACH configuration per-cell to gNB-CU. The gNB-CU may forward a limited set of neighbour cell’s PRACH configurations received from neighbour gNBs and other gNB-DUs to the gNB-DU to resolve the configuration conflict."
question 763,Which positioning techniques are supported in the NR positioning work item? [3GPP Release 16],"DL TDOA, DL AoD, MLAT, NR E-CID","UL TDOA, UL AoA (Azimuth and Zenith), OTDOA, GNSS SSR","DL TDOA, DL AoD, UL TDOA, UL AoA (Azimuth and Zenith), Multi-RTT, NR E-CID","UL TDOA, UL AoA (Azimuth and Zenith), GNSS SSR, PPP-RTK","DL TDOA, DL AoD, Multi-RTT, NR E-CID, GNSS SSR","option 3: DL TDOA, DL AoD, UL TDOA, UL AoA (Azimuth and Zenith), Multi-RTT, NR E-CID","The NR positioning work item supports DL TDOA, DL AoD, UL TDOA, UL AoA (Azimuth and Zenith), Multi-RTT, and NR E-CID positioning techniques.",Standards overview,763,3,"

In the presented work item [1] 3GPP defined framework for NR based positioning of UEs, including definition of new reference signals, physical layer measurements, procedures and higher layer protocols for support of NR RAT-dependent and RAT-independent positioning technologies. This completed normative work [2] is a continuation of the 3GPP Rel.16 study item on NR Positioning Support [3]. The main motivation behind this work is to support accurate UE positioning in NR technology by utilizing RAT-dependent and RAT-independent solutions."
question 767,What is the observed range of BS energy savings when the traffic is reduced for BWP adaptation within a carrier? [3GPP Release 18],17.4%~52.2%,28.4%~14.47%,6.44%~39.4%,negative %,,option 1: 17.4%~52.2%,The observed range of BS energy savings when the traffic is reduced for BWP adaptation within a carrier is 17.4%~52.2%.,Standards specifications,767,1,"1 source shows technique B-2 of statically BWP adaptation of BW reduction for multiple UEs within a carrier could achieve BS energy savings by 17.4%~52.2% in range, while the reported UPT loss ranges from 6.1%~28.2%."
question 773,What should the UE do when checking access Class or ACDC category related cell access restrictions during RRC connection establishment for E-UTRA connected to EPC? [3GPP Release 17],Ignore the access restrictions,Reject the cell for camping on,Trigger cell reselection,Check the access restrictions and proceed accordingly,None of the above,option 4: Check the access restrictions and proceed accordingly,The UE should check the access Class or ACDC category related cell access restrictions and proceed accordingly.,Standards specifications,773,4,"

For UE camping on E-UTRA connected to EPC, access Class or ACDC category related cell access restrictions shall be checked by the UE when starting RRC connection establishment procedure as specified in TS 36.331 [3]. For UE camping on E-UTRA connected to 5GC, Access Category and Identity related cell access restrictions shall be checked by the UE for NAS initiated access attempts and RNAU as specified in TS 36.331 [3]."
question 797,What does MINT stand for? [3GPP Release 17],Maximum Internet Network Transmission,Minimization of Interruption Network Technology,Maximization of Internet Network Traffic,Minimization of Service Interruption,Maximum Internet Network Technology,option 4: Minimization of Service Interruption,MINT stands for Minimization of Service Interruption.,Standards overview,797,4,"3GPP

3GPP TR 21.917 V17.0.1 (2023-01)
Release 17

Annex A:
Change history"
question 799,What are the two main types of multimedia services? [3GPP Release 18],Interactive and distribution services,Conversational and messaging services,Retrieval and distribution services,Broadcast and retrieval services,,option 1: Interactive and distribution services,Multimedia services are typically classified as interactive or distribution services.,Standards specifications,799,1,"

The IMS multimedia telephony communication service can support different types of media, including media types listed in 3GPP TS 22.173 [2]. The session control procedures for the different media types shall be in accordance with 3GPP TS 24.229 [13] and 3GPP TS 24.247 [14], with the following additions:"
question 812,How many demodulation branches are the radiated performance requirements limited to for SAN type 1-O? [3GPP Release 18],Up to 2 demodulation branches,Up to 4 demodulation branches,Up to 1 demodulation branch,Up to 3 demodulation branches,,option 1: Up to 2 demodulation branches,The radiated performance requirements for SAN type 1-O are limited to two OTA demodulation branches as described in clause 11.1.2.,Standards specifications,812,1,"The radiated performance requirements for SAN type 1-O are limited to two OTA demodulation branches as described in clause 11.1.2. Conformance requirements can only be tested for 1 or 2 demodulation branches depending on the number of polarizations supported by the SAN, with the required SNR applied separately per polarization."
question 813,When is DCP configured on the PCell? [3GPP Release 17],When DRX is not configured,When BA is not configured,When CA is not configured,When BA and CA are not configured,When CA is configured,option 5: When CA is configured,DCP is configured on the PCell when CA is configured.,Standards specifications,813,5,"No PUCCH Scell requirements (including interruption requirements and delay requirements) for NR-DC.

References 

Related CRs: set ""TSG Status = Approved"" in: https://portal.3gpp.org/ChangeRequests.aspx?q=1&workitem=890057,890157,890257"
question 815,What is a requirement for clock synchronisation of the 5G system? [3GPP Release 19],Support for IEEE 1588v2,Support for 3rd-party applications,Synchronize UEs with a working clock,Support for multiple sync domains,Interface for IEEE 802.1AS sync domains,option 5: Interface for IEEE 802.1AS sync domains,The 5G system shall provide a media-dependent interface for one or multiple IEEE 802.1AS sync domains.,Standards specifications,815,5,"

[PR.5.19-001] The 5G system shall support a clock synchronicity budget requirement in a range between 1000 ns (when the timing reference is directly provided to the end station) and 250ns (when acting as a PTP grandmaster of the existing Ethernet-based synchronization network with up to 15 transparent clocks or 3 boundary clocks)."
question 818,Which identity is used for identification of the Random Access Response in the downlink? [3GPP Release 17],CI-RNTI,RA-RNTI,Temporary C-RNTI,Random value for contention resolution,I-RNTI,option 2: RA-RNTI,RA-RNTI is used for identification of the Random Access Response in the downlink.,Standards specifications,818,2,"MSGB-RNTI: identification of the Random Access Response for 2-step RA type in the downlink;

Temporary C-RNTI: UE identification temporarily used for scheduling during the random access procedure;"
question 823,What is the purpose of the Service Enabler Architecture Layer (SEAL) for Verticals? [3GPP Release 16],To specify application layer support for V2X,To define common capabilities for mission critical services,To provide a common API framework for 3GPP Northbound APIs,To enhance the topology of SMF and UPF in 5G networks,To support MBMS APIs for Mission Critical Services,option 2: To define common capabilities for mission critical services,The purpose of the Service Enabler Architecture Layer (SEAL) for Verticals is to define common capabilities for mission critical services and applications.,Standards overview,823,2,"

The present specification describes the APIs for the Service Enabler Architecture Layer for Verticals (SEAL). The related stage 2 architecture, functional requirements and information flows are specified in 3GPP TS 23.434 [2] and 3GPP TS 23.433 [34] (for SEAL Data Delivery)."
question 824,In which mode does an MS store the forbidden tracking area identity (TAI) in a list for regional provision of service? [3GPP Release 18],A/Gb mode,Iu mode,S1-mode,N1-mode,,option 3: S1-mode,"In S1-mode, the MS stores the forbidden TAI in a list of 'forbidden tracking areas for regional provision of service' to prevent repeated access attempts.",Standards specifications,824,3,"

	The MS stores the forbidden TA identity (TAI) in a list of ""5GS forbidden tracking areas for regional provision of service"", to prevent repeated access attempts on a cell of the forbidden TA. This list is deleted when the MS is switched off, the SIM is removed or periodically (with period in the range 12 to 24 hours). The MS enters the limited service state."
question 832,What are the requirements for relay UE selection for Evolved ProSe Remote UE access? [3GPP Release 17],Selection based on the subscription owner of the Evolved ProSe UE-to-Network Relay,Selection based on the QoS achievable by the Evolved ProSe UE-to-Network Relay,Selection based on the power consumption required by the Evolved ProSe UE-to-Network Relay and Evolved ProSe Remote UE,Selection based on the access technology used by the Evolved ProSe UE-to-Network Relay,All of the above,option 5: All of the above,"The requirements for relay UE selection include considerations such as subscription ownership, QoS, power consumption, and access technology.",Standards specifications,832,5,This section describes the requirements to enable operator collection of charging data for an Evolved ProSe Remote UE and Relay UE using an Indirect 3GPP Communication. The requirements also apply in the roaming case.
question 835,What is the term used to describe an end user device replacing the UE that does not support 5G capabilities? [3GPP Release 16],Wireless and Wireline Convergence Enhancement,Trusted Non-3GPP Access Network,Wireline Access Gateway Function (W-AGF),Fixed Wireless Access (FWA),FN-RG,option 5: FN-RG,The document refers to a end user device replacing the UE that does not support 5G capabilities as FN-RG.,Standards overview,835,5,"

5G-RG: end user device replacing the UE which supports 5G capabilities (NAS protocol and procedure, USRP, IMSI, ATSSS) and extension of wireline access layer specific functionalities defined by Broadband forum and CableLabs. The 5G-RG may also support UE capability when connects via 3GPP Access."
question 836,In which specification are the training guidelines for MDA ML entities given? [3GPP Release 17],TS 28.105,TS 28.511,TS 28.531,TS 28.552,TS 32.422,option 1: TS 28.105,The training guidelines for MDA ML entities are given in TS 28.105.,Standards specifications,836,1,"Deployment of ML model or entity (new or updated model/entity).

Configuration of ML training and AI/ML inference.

Performance evaluation of ML training and AI/ML inference.

NOTE:	The ML model training capability is specified in 3GPP TS 28.105 [4]."
question 849,What is the maximum frequency considered for the SNR calculation in band n263? [3GPP Release 18],43.5 GHz,48.2 GHz,71 GHz,90 GHz,,option 3: 71 GHz,The maximum frequency considered for the SNR calculation in band n263 is 71 GHz.,Standards specifications,849,3,"

Annex B.3 in TR38.810 describes the detailed calculations of the maximum achievable SNR by the demodulation test setup.  Although range length for the DFF setup is not a requirement for permitted methods, a reference value of 0.725m is used in the TR38.810 calculations.  Furthermore, the maximum achievable SNR values are calculated assuming the highest band n259 frequency (f=43.5 GHz).  The highest frequency to be considered for the SNR calculation is the highest frequency of band n262:  48.2 GHz.  Using the reference range length of 0.725m we determine free space path loss at f=48.2 GHz, as shown in Figure 7.1-1 below."
question 855,What is the maximum value of E-UTRA carrier frequency? [3GPP Release 17],262143,3279165,8,1280,512,option 1: 262143,The maximum value of E-UTRA carrier frequency is 262143.,Standards specifications,855,1,"maxCellAllowed                          INTEGER ::= 16      -- Maximum number of NR allow-listed cell ranges in SIB3, SIB4

maxEARFCN                               INTEGER ::= 262143  -- Maximum value of E-UTRA carrier frequency"
question 856,"What is the numerology based on for PSS, SSS, and PBCH? [3GPP Release 17]",Bandwidth-dependent sub-carrier spacing,Fixed sub-carrier spacing,Exponentially scalable sub-carrier spacing,Carrier-dependent sub-carrier spacing,Symbol duration,option 3: Exponentially scalable sub-carrier spacing,"The numerology is based on exponentially scalable sub-carrier spacing for PSS, SSS, and PBCH.",Standards specifications,856,3,"

The numerology is based on exponentially scalable sub-carrier spacing f = 2µ × 15 kHz with µ={0,1,3,4,5,6} for PSS, SSS and PBCH and µ={0,1,2,3,5,6} for other channels. Normal CP is supported for all sub-carrier spacings, Extended CP is supported for µ=2. 12 consecutive sub-carriers form a Physical Resource Block (PRB). Up to 275 PRBs are supported on a carrier."
question 863,What type of model can the consumer request for QoS Sustainability analytics? [3GPP Release 18],Subscribe-Notify model,Request-Response model,Both Subscribe-Notify and Request-Response models,Neither Subscribe-Notify nor Request-Response models,It is not specified in the document,option 3: Both Subscribe-Notify and Request-Response models,The consumer can request either to subscribe to notifications (i.e. a Subscribe-Notify model) or to a single notification (i.e. a Request-Response model).,Standards specifications,863,3,Figure 6.4.1-1: Notification on QoS Sustainability Analytics to the V2X Application Server
question 875,What happens when a mobile station (MS) attempts to camp on a cell for which it does not have service entitlement? [3GPP Release 18],The MS is granted access to the cell without any restrictions.,The MS is denied access to the cell and enters a limited service state.,The MS is allowed access to the cell but with reduced functionality.,The MS is automatically redirected to a different cell with service entitlement.,,option 2: The MS is denied access to the cell and enters a limited service state.,"When an MS attempts to camp on a cell for which it does not have service entitlement, it is denied access to the cell and enters a limited service state.",Standards specifications,875,2,"

An MS may have a ""regionally restricted service"" where it can only obtain service on certain areas (i.e. LAs or TAs). If such an MS attempts to camp on a cell of an area for which it does not have service entitlement, when it does an LR request, it will receive a message with cause value #12 (see 3GPP TS 24.008 [23], 3GPP TS 24.301 [23A] and 3GPP TS 24.501 [64]). In this case, the MS shall take the following actions depending on the mode in which the message was received:"
question 886,How can the MTLF determine ML Model degradation? [3GPP Release 18],By comparing predictions with ground truth data,By collecting feedback information from AnLF,Both option 1 and option 2,By reselecting a new ML model,,option 3: Both option 1 and option 2,The MTLF can determine ML Model degradation by comparing predictions with ground truth data and by collecting feedback information from AnLF.,Standards specifications,886,3,The MTLF with ML Model accuracy checking capability as defined in clause 6.2E is able to determine ML Model degradation based on e.g.:
question 888,What does the Robust Call Setup for VoLTE subscriber in LTE Work Item aim to address? [3GPP Release 14],Improvement of LTE RSRP for VoLTE,Enhancement of voice and video for LTE,Provision of emergency call information,Reduction of roaming charges for VoLTE,Optimization of LTE data sessions for VoLTE,option 1: Improvement of LTE RSRP for VoLTE,The Robust Call Setup for VoLTE subscriber in LTE Work Item aims to address the improvement of LTE RSRP for VoLTE.,Standards overview,888,1,"

Robust Call Setup for VoLTE subscriber in LTE (RobVoLTE) are key features for LTE to provide voice service over 2/3G CS domain when the UE is located in the area where the LTE radio signal may be good enough for pure data session but may not good enough for VoLTE (i.e, QCI-1)."
question 890,What is the purpose of the User Service Identity Module (USIM)? [3GPP Release 18],To host multiple applications,To provide security features,To access the IMS services,To store provisioning parameters,To provide a unique identity for a user,option 2: To provide security features,The USIM is used to provide security features.,Standards specifications,890,2,"[17]	3GPP TS 31.102: ""Characteristics of the USIM application""

[18]	3GPP TS 51.011 Release 4 (version 4.x.x): “Specification of the Subscriber Identity Module - Mobile Equipment (SIM - ME) interface”"
question 892,What is the purpose of Immediate Divert in IP-PBX? [3GPP Release 17],To divert a call to a messaging system,To explicitly transfer an in-progress call to another device,To allow a call to be resumed from a different device,To provide Connected Name and Number Display,All of the above,option 1: To divert a call to a messaging system,The purpose of Immediate Divert in IP-PBX is to divert a call to a messaging system.,Standards specifications,892,1,NOTE 1:	Disabling of IP Flows is also possible as part of preliminary responses in order to support SIP Forking scenarios. See clause B.3.1 of 3GPP TS 29.514 [10].
question 900,Which logical channel can be mapped to UL-SCH in the uplink? [3GPP Release 18],CCCH,DCCH,DTCH,All of the above,,option 4: All of the above,"The CCCH, DCCH, and DTCH logical channels can all be mapped to UL-SCH in the uplink.",Standards specifications,900,4,"Table 4.5.3.1-1: Uplink channel mapping.

Transport channel
Logical channel UL-SCH RACH CCCH X DCCH X DTCH X

4.5.3.2	Downlink mapping"
question 913,What is the purpose of Dual Connectivity in the RAN? [3GPP Release 18],To increase the capacity of the core network nodes,To provide redundancy for the control plane path,To increase the capacity of the radio network nodes,To provide redundancy for the user plane path,To improve the signal quality of the radio network,option 4: To provide redundancy for the user plane path,Dual Connectivity ensures fully redundant user plane path as described in clause 5.33.2.1.,Standards specifications,913,4,"

Dual Connectivity involves two radio network nodes in providing radio resources to a given UE (with active radio bearers), while a single N2 termination point exists for the UE between an AMF and the RAN. The RAN architecture and related functions to support Dual Connectivity is further described in RAN specifications (e.g. TS 37.340 [31])."
question 917,What does the group identifier 'External Group ID' used by the SCS/AS and SCEF represent? [3GPP Release 14],A unique identifier assigned to each individual UE,A group identifier used to identify the group of UEs,A parameter used for monitoring event configuration/reporting,A mechanism for operator control of UE configuration parameters,,option 2: A group identifier used to identify the group of UEs,The group identifier 'External Group ID' is used by the SCS/AS and SCEF to identify the group of UEs.,Standards specifications,917,2,"A group identifier, called ""External Group ID"", is used by the SCS/AS (Service Capability Server/Application Server) and the SCEF (Service Capability Exposure Function) to identify the group of UEs."
question 921,What is the scrambling sequence generator initialized with for a UE-specific search space? [3GPP Release 17],C-RNTI,SSB,PBCH,pdcch-DMRS-ScramblingID,MCS-C-RNTI,option 4: pdcch-DMRS-ScramblingID,The scrambling sequence generator is initialized with pdcch-DMRS-ScramblingID for a UE-specific search space.,Standards specifications,921,4,"scramblingIDperResourceListWith2-r17   SEQUENCE (SIZE (2)) OF ScramblingId,

        scramblingIDperResourceListWith4-r17   SEQUENCE (SIZE (4)) OF ScramblingId,

    ...

    },"
question 923,What is the spacing between carriers for category M1? [3GPP Release 18],200 kHz,100 kHz,300 kHz,Depends on the deployment scenario,The same as the channel bandwidth,option 4: Depends on the deployment scenario,"The spacing between carriers for category M1 depends on the deployment scenario, the size of the frequency block available, and the channel bandwidths.",Standards specifications,923,4,"For intra-band non-contiguous carrier aggregation, the channel spacing between two NR component carriers in different sub-blocks shall be larger than the nominal channel spacing defined in this clause.

3GPP

5.5	Configurations"
question 929,Which architecture supports offline and online charging for Non-seamless WLAN offloaded traffic from a 3GPP UE and for fixed devices? [3GPP Release 18],5G data connectivity converged charging architecture,"Converged charging architecture with CTF, CHF (ABMF / RF)",Centralized CHF deployment,Local/Edge CHF deployment,,"option 2: Converged charging architecture with CTF, CHF (ABMF / RF)","The Converged charging architecture with CTF, CHF (ABMF / RF) supports offline and online charging for Non-seamless WLAN offloaded traffic from a 3GPP UE and for fixed devices.",Standards specifications,929,2,"Policy and charging control is provided for both Non-seamless WLAN offload traffic from a 3GPP UE and the traffic from fixed devices.

F.2	Definitions and abbreviations

F.2.1	Definitions"
question 934,What is the purpose of the Make-Before-Break solution? [3GPP Release 14],To minimize the mobility interruption including handover and SeNB change,To reduce the grant request delay in the UL,To improve the DL beamforming performance,To increase the latency reduction gains,None of the above,option 1: To minimize the mobility interruption including handover and SeNB change,The Make-Before-Break solution is designed to reduce the mobility interruption time by keeping the source connection after the reception of the handover/SeNB change command and before the first transmission/reception on the target cell.,Standards specifications,934,1,"

The Make-Before-Break solution is to reduce the mobility interruption time by keeping the source connection after the reception of the handover/SeNB change command and before the first transmission/reception on the target cell. The Make-Before-Break solution is only applicable for the intra-frequency scenario. The following components are specified to support the Make-Before-Break solution:"
question 941,What kind of coordination communication is used in the RIM frameworks? [3GPP Release 18],Wireless communication,Backhaul communication,Core network communication,Satellite communication,Fiber optic communication,option 2: Backhaul communication,RIM frameworks use backhaul-based coordination communication between victim and aggressor gNBs.,Standards specifications,941,2,"To mitigate remote interference, the network enables RIM frameworks for coordination between victim and aggressor gNBs. The coordination communication in RIM frameworks can be wireless- or backhaul-based. The backhaul-based RIM framework uses a combination of wireless and backhaul communication, while in the wireless framework, the communication is purely wireless."
question 943,What is the purpose of CS multimedia calls? [3GPP Release 18],To support multimedia services with IP telephony,To support multimedia services with circuit-switched technology,To provide streaming services using packet-switched technology,To enable real-time text conversation in 3GPP networks,,option 2: To support multimedia services with circuit-switched technology,CS multimedia call is a Bearer Service which utilizes Synchronous Transparent Data service.,Standards specifications,943,2,"

The 3GPP circuit-switched multimedia call is based on the 3G-324M (see 3GPP TS 26.111 [80]), which is a 3GPP-variant of the ITU-T Recommendation H.324 [146]. CS Multimedia telephony is a Bearer Service, which utilizes the Synchronous Transparent Data service (BS30), see 3GPP TS 22.002 [3]."
question 946,Which stage introduced eCall for EPS over E-UTRAN? [3GPP Release 14],Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,option 2: Stage 2,Stage 2 introduced eCall for EPS over E-UTRAN and defined its impact on the procedures.,Standards specifications,946,2,"The service requirements is defined in TS 22.101 [1].

Based on stage-1 requirements, the following functionality was introduced in Stage 2:

TS 23 401 [2]: introduce eCall for EPS over E-UTRAN and define its impact on the procedures."
question 955,What is the role of the home environment in the delegation of charging authority? [3GPP Release 18],To handle cost control mechanisms,To process charging data in real time,To control fraud in the network,To authenticate users before they incur any charges,,option 4: To authenticate users before they incur any charges,The role of the home environment in the delegation of charging authority is to authenticate users before they incur any charges.,Standards specifications,955,4,"

The registration process allows the home environment to authenticate users before they incur any charges. Once authenticated, the home environment then delegates authority to the serving network operator with which he has a direct commercial relationship to incur charges for services supplied to that user. The direct commercial relationship may be with either the serving network operator if known directly by the home environment or a network operator known to the home environment. This procedure uses each network as trusted third parties in a chain of delegation between entities, thus allowing commercial transactions between entities who have no direct commercial dealings. There shall be an authentication procedure between all entities in the 3GPP system which have a commercial relationship."
question 962,What is the potential impact of ARP errors on NR carrier phase positioning accuracy? [3GPP Release 18],ARP errors have negligible impact on positioning accuracy,ARP errors may have a significant impact on positioning accuracy,ARP errors have a larger impact on multi-frequency positioning compared to single-frequency positioning,ARP errors have a larger impact on single-frequency positioning compared to multi-frequency positioning,ARP errors only impact initial phase error but not positioning accuracy,option 2: ARP errors may have a significant impact on positioning accuracy,The evaluation results show that ARP errors can have a significant impact on NR carrier phase positioning accuracy.,Standards specifications,962,2,"

The impact of the ARP errors on NR carrier phase positioning is evaluated. 8 out of 8 sources ([79], [80], [81], [85], [ 86], [87], [88], [90]) show that the ARP errors may have significant impact on NR carrier phase positioning accuracy. 3 out of 8 sources ([79], [81], [85]) show the impact of gNB ARP position errors on multi-frequency carrier phase positioning is much smaller than the impact on single-frequency carrier phase positioning."
question 976,What is an acceptable cell? [3GPP Release 17],A cell that provides limited service for emergency calls and notifications,A cell that provides normal service for public use,A cell that is not barred and fulfills cell selection criteria,A cell that is reserved for operator use,,option 1: A cell that provides limited service for emergency calls and notifications,An acceptable cell is a cell on which the UE may camp to obtain limited service for emergency calls and to receive ETWS and CMAS notifications.,Standards specifications,976,1,"

Acceptable Cell: This is a cell that the MS may camp on to make emergency calls or to access RLOS. It must satisfy criteria which are defined for A/Gb mode in 3GPP TS 43.022 [35], for Iu mode in 3GPP TS 25.304 [32], for S1 mode in 3GPP TS 36.304 [43], and for NR access in N1 mode in 3GPP TS 38.304 [61] and for E-UTRA access in N1 mode in 3GPP TS 36.304 [43]. For an MS in eCall only mode, an acceptable cell must further satisfy the criteria defined in clause 4.4.3.1.1."
question 979,What can be achieved with semi-static TRP reduction in multi-TRP operation? [3GPP Release 18],BS energy saving of 36.9%~41.6%,BS energy saving of 19.7%~28.7%,BS energy saving of 7.27%~22%,UE power savings of about 12%,UPT loss of 0.02%,option 1: BS energy saving of 36.9%~41.6%,"With semi-static TRP reduction, BS energy saving gain can be achieved by 36.9%~41.6% compared to no TRP reduction, with UPT loss of 7.27%~22%.",Standards specifications,979,1,"For two TRP configuration case at different loads, 

(2 sources) with semi-static TRP reduction, BS energy saving gain can be achieved by 36.9%~41.6% compared to no TRP reduction, with UPT loss of 7.27%~22%;"
question 986,Which clause provides the MU assessment for 52.6GHz? [3GPP Release 18],Static propagation conditions,Multi-path fading propagation conditions,DUT antenna location estimation,Probe antenna pattern,Measurement uncertainty budget for FR2-2 test methods,option 5: Measurement uncertainty budget for FR2-2 test methods,The MU assessment for 52.6GHz is provided in the measurement uncertainty budget for FR2-2 test methods.,Standards specifications,986,5,"Editor’s note: based on the approved SID, the preliminary MU assessment for 52.6GHz should be added.

Annex C (informative):
Change history"
question 990,What does the gNB-DU respond with to the gNB-CU after receiving the UE CONTEXT SETUP REQUEST message? [3GPP Release 17],UE CONTEXT MODIFICATION REQUEST,UE CONTEXT MODIFICATION RESPONSE,UE CONTEXT RELEASE COMMAND,UE CONTEXT RELEASE COMPLETE,UE CONTEXT SETUP RESPONSE,option 5: UE CONTEXT SETUP RESPONSE,The gNB-DU responds to the gNB-CU with the UE CONTEXT SETUP RESPONSE message.,Standards specifications,990,5,"

a2. The gNB-DU responds to the gNB-CU with the UE CONTEXT SETUP RESPONSE message. In case the gNB-DU receives the UE CONTEXT SETUP REQUEST message without the source cell group configuration or in the course of a Secondary Node Change as specified in TS 37.340 [12] or if the gNB-DU decides to perform full configuration after receiving the source cell group configuration, it shall perform full configuration and indicate that it has applied full configuration in the UE CONTEXT SETUP RESPONSE message."
question 1005,What is the purpose of the QoS profile in NG-RAN? [3GPP Release 18],To establish PDU sessions,To determine radio interface treatment,To identify QoS flows,To map packets to DRBs,,option 2: To determine radio interface treatment,The QoS profile is used by NG-RAN to determine the treatment on the radio interface.,Standards specifications,1005,2,"does not receive a matching Alternative QoS Profile the NG-RAN can guarantee or the indication that the lowest priority Alternative QoS profile cannot be fulfilled, as specified in 3GPP TS 38.413 [54];"
question 1014,What is the purpose of 5G LAN-type service in indirect communication mode? [3GPP Release 17],To support authorized UEs using indirect network connection,To provide required QoS for Ethernet packets transferred between remote UE and relay UE,To ensure service continuity for private communication between remote UE and other member UEs,All of the above,None of the above,option 4: All of the above,"In indirect communication mode, 5G LAN-type service supports authorized UEs using indirect network connection, provides required QoS for Ethernet packets transferred between remote UE and relay UE, and ensures service continuity for private communication between remote UE and other member UEs.",Standards specifications,1014,4,"2>	consider the source non-3GPP connection is not to be used in case of N3C indirect path change (i.e. a new relay UE is indicated by the n3c-RelayIdentification);

1>	else if n3c-IndirectPathAddChange is set to release:"
question 1016,How are Mobile Terminated Voice calls delivered for MEs capable of offering voice service on CS and IMS? [3GPP Release 18],Based on the network conditions,Based on the user's preferences,Based on the IMS registration status,Based on the CS attachment status,Based on the domain specified by the Home operator policy,option 5: Based on the domain specified by the Home operator policy,"When a ME capable of offering voice service on CS and IMS, MT CS Voice calls and MT IMS voice services shall be delivered over the domain specified by the Home operator policy or user's preferences.",Standards specifications,1016,5,"

When a ME capable of offering voice service both on CS and IMS, MT CS Voice calls (TS11) and MT IMS voice services shall be delivered over the domain specified by the Home operator policy or users preferences. The Home Operator policy shall have precedence to user preferences. If the call delivery attempt fails in one domain, if specified by operator policy, it should be possible to attempt the delivery in the other domain or the call/communication forwarding supplementary services [41, 40] may be invoked if provisioned."
question 1019,What is the purpose of service management requirements? [3GPP Release 18],To enable the user to establish and maintain several connections simultaneously,To support the development of multimedia services,"To enable control, creation, and subscription of service capabilities and services",To allow the home environment to be notified when a user has changed ME,,"option 3: To enable control, creation, and subscription of service capabilities and services",3GPP specifications shall include standardized protocols enabling service management.,Standards specifications,1019,3,"7.3	Service Management Requirements

3GPP specifications shall include standardised protocols enabling service management. It shall enable control, creation and subscription of service capabilities and services, and the management of user profiles."
question 1025,What is the procedure called by which a UE acquires time and frequency synchronization with a cell and detects the Cell ID of that cell? [3GPP Release 17],Power control,Cell search,Link adaptation,Coordinated Multi-Point transmission,Wake-up signal,option 2: Cell search,Cell search is the procedure by which a UE acquires time and frequency synchronization with a cell and detects the Cell ID of that cell.,Standards specifications,1025,2,2>	if the UE has selected a cell as synchronization reference in accordance with 5.8.6.2:
